Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2019-12-14 16:37:46,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,380,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:06:55,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,68464,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:06:52,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118994,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:06:44,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:06:27,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119507,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:05:36,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119518,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:03:48,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119142,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:03:47,542340159,FaceStation 2 542340159 (192.168.1.204),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 16:03:01,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,118499,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:02:06,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,63140,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:01:13,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118454,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 16:00:04,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,115240,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:51:19,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,119314,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:50:41,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,1610,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:50:00,542185239,FaceStation 2 542185239 (192.168.1.200),,,Biostar conectado
2019-12-14 15:49:09,542185239,FaceStation 2 542185239 (192.168.1.200),,,Dispositivo Iniciado
2019-12-14 15:49:09,542185239,FaceStation 2 542185239 (192.168.1.200),,,Tamper Off
2019-12-14 15:49:09,542185239,FaceStation 2 542185239 (192.168.1.200),,,Red conectada
2019-12-14 15:48:52,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,118745,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:48:43,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119345,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:48:37,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,67016,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:45:17,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,115649,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:12:46,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119517,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:10:41,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,817,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:05:00,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,41596,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:04:08,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,116567,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:00:35,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,119179,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 15:00:10,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118999,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:56:45,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,635,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:55:44,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1526,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:54:51,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,124,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:53:51,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119173,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:52:49,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,58072,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:49:38,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,448,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:46:41,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115282,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 14:07:39,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,900,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:59:02,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,145,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:58:58,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119100,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:51:57,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,1263,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:49:51,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115985,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:44:15,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:33:07,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,67937,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:32:00,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,769,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:29:02,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,55073,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:28:14,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,117343,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:21:24,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,118851,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:20:18,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1152,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:19:30,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1595,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:19:29,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,118252,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:19:14,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,49251,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:18:40,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,118508,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:18:39,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119303,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:18:28,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,117173,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:17:35,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118520,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:17:30,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118503,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:16:43,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,116103,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:16:29,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,38620,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:15:06,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,48319,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:08:22,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,68972,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:08:19,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,68972,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:08:16,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,68972,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:06:48,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118915,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:06:45,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118915,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:06:39,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,1037,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:05:05,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118087,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:01:58,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,954,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:01:46,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,119145,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:00:40,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119389,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 13:00:35,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118982,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:48:29,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,68301,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:48:04,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,46578,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:47:57,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1846,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:47:24,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,68868,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:47:06,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,974,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:46:48,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 12:46:26,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,68814,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:46:13,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,350,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:42:28,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,22767,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:39:25,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,116613,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:39:15,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116933,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:31:42,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,69264,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:31:16,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,202,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:31:13,542185216,FaceStation 2 542185216 (192.168.1.201),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 12:30:19,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,116313,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:29:34,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119149,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:28:04,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,115467,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:23:27,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,113,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:21:14,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1116,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:20:57,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,277,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:20:42,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,119321,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:20:22,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115792,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:18:41,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 12:18:35,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 12:16:47,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119434,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:11:10,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,40480,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:10:48,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116757,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:09:26,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:08:23,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,367,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 12:08:18,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,122,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:55:12,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,522,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:52:10,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,115668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:50:03,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,67545,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:47:44,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,211,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:46:18,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,118722,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:44:22,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119500,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:44:22,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,736,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:43:35,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:43:21,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,117343,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:41:09,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119169,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:36:49,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115986,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:36:29,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,518,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:36:29,542185220,FaceStation 2 542185220 (192.168.1.202),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 11:36:20,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115941,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:35:52,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119390,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:35:45,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,117054,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:33:52,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,69262,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:33:26,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115555,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:33:06,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,115538,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:30:43,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 11:28:18,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115885,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:25:58,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1239,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:22:38,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,37780,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:22:07,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,65363,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:21:56,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115863,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:21:45,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,11748,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:21:25,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,115987,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:20:50,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,41596,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:20:37,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,117070,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:20:24,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,144,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:18:38,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,343,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:17:28,542185220,FaceStation 2 542185220 (192.168.1.202),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 11:17:22,542185220,FaceStation 2 542185220 (192.168.1.202),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 11:17:16,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,648,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:16:23,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,38268,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:15:56,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,68386,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:10:18,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,746,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:09:27,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,117095,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:09:25,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118978,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:09:21,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119101,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:08:38,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119507,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:07:06,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,1533,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:06:52,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,67990,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:06:28,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,340,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:06:27,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,33988,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:05:34,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,116423,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:04:35,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,63508,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 11:00:50,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,48319,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:59:07,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118542,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:59:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:58:56,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:56:02,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,116553,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:54:50,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119514,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:54:32,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,118966,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:54:13,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118703,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:54:12,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119165,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:53:40,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1726,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:53:20,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115181,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:53:18,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,12467,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:52:50,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,117953,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:52:14,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,55367,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:46:21,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118454,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:44:54,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,59673,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:44:29,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,115229,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:42:37,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118441,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:42:33,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,118989,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:41:26,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119505,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:41:20,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119191,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:40:30,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,116567,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:39:38,542185216,FaceStation 2 542185216 (192.168.1.201),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 10:39:37,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,67428,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:39:22,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119103,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:37:01,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,46320,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:36:58,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,46320,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:34:07,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,118449,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:31:46,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 10:31:40,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 10:31:33,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 10:31:27,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2019-12-14 10:31:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,68527,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:30:11,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115077,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-14 10:27:52,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
